FullDate,Lat,Long,Region Name_encoded,Suburb_encoded,Brand Name_encoded,Unleaded 91,Price_Class
2020/12/04,-12.376162,130.88528,0,4,2,116.7,HIKE
2020/12/04,-12.426162,130.893602,0,8,2,109.9,DECREASE
2020/12/04,-12.373514,130.883836,0,1,3,116.7,HIKE
2020/12/04,-12.433454,130.924834,0,14,3,115.7,DECREASE
2020/12/04,-12.394744,130.87797,0,5,3,115.7,STABLE
2020/12/04,-12.4329,130.848332,0,11,2,115.7,STABLE
2020/12/04,-12.458111,130.836149,0,23,2,115.7,STABLE
2020/12/04,-12.394908,130.85574,0,3,5,115.7,STABLE
2020/12/04,-12.434533,130.923847,0,14,3,115.7,STABLE
2020/12/04,-12.424795,130.839007,0,12,3,115.7,STABLE
2020/12/04,-12.396662,130.90436,0,7,3,115.7,STABLE
2020/12/04,-12.3877,130.85206,0,2,3,115.7,STABLE
2020/12/04,-12.460552,130.926545,0,13,3,115.7,STABLE
2020/12/04,-12.459371,130.837418,0,23,3,115.7,STABLE
2020/12/04,-12.426896,130.855965,0,10,3,115.7,STABLE
2020/12/04,-12.508645,130.990031,1,19,2,115.7,STABLE
2020/12/04,-12.482142,130.985802,1,21,3,115.5,DECREASE
2020/12/04,-12.43158,130.874918,0,8,6,115.5,STABLE
2020/12/04,-12.456695,130.966706,1,15,3,110.5,DECREASE
2020/12/04,-12.45187,130.96321,1,20,5,109.9,DECREASE
2020/12/04,-12.478572,130.98852,1,21,6,115.4,HIKE
2020/12/04,-12.470486,130.984279,1,21,4,115.5,HIKE
2020/12/04,-12.461616,130.929661,0,13,7,0.0,DECREASE
2020/12/04,-12.457972,130.941972,0,13,5,115.9,ZERO
2020/12/04,-12.397213,130.859903,0,9,7,115.9,STABLE
2020/12/04,-12.427976,130.9131,0,14,7,115.9,STABLE
2020/12/04,-12.469825,130.987781,1,17,7,115.9,STABLE
2020/12/04,-12.499875,130.986152,1,18,4,115.5,DECREASE
2020/12/04,-12.389526,130.851965,0,2,4,115.7,HIKE
2020/12/04,-12.401029,130.916358,0,6,4,115.7,STABLE
2020/12/04,-12.372055,130.883614,0,1,4,116.7,HIKE
2020/12/05,-12.447604,130.94755,0,14,5,0.0,DECREASE
2020/12/05,-12.430993,130.891404,0,8,0,0.0,ZERO
2020/12/05,-12.453169,130.838155,0,23,0,125.9,ZERO
2020/12/05,-12.376822,130.882005,0,1,1,116.9,DECREASE
2020/12/05,-12.473721,130.9841,1,21,1,115.9,DECREASE
2020/12/05,-12.454479,130.838773,0,23,1,115.9,STABLE
2020/12/05,-12.388251,130.851979,0,2,1,115.9,STABLE
2020/12/05,-12.480144,130.970135,1,21,1,115.9,STABLE
2020/12/05,-12.394908,130.85574,0,3,5,155.9,HIKE
2020/12/05,-12.425722,130.869226,0,8,5,115.7,DECREASE
2020/12/05,-12.402207,130.855703,0,3,2,115.7,STABLE
2020/12/05,-12.40943,130.855712,0,10,2,115.7,STABLE
2020/12/05,-12.376162,130.88528,0,4,2,116.7,HIKE
2020/12/05,-12.373514,130.883836,0,1,3,116.7,STABLE
2020/12/05,-12.426162,130.893602,0,8,2,109.9,DECREASE
2020/12/05,-12.433454,130.924834,0,14,3,115.7,HIKE
2020/12/05,-12.394744,130.87797,0,5,3,115.7,STABLE
2020/12/05,-12.4329,130.848332,0,11,2,115.7,STABLE
2020/12/05,-12.458111,130.836149,0,23,2,115.7,STABLE
2020/12/05,-12.394908,130.85574,0,3,5,115.7,STABLE
2020/12/05,-12.460552,130.926545,0,13,3,115.7,STABLE
2020/12/05,-12.396662,130.90436,0,7,3,115.7,STABLE
2020/12/05,-12.426896,130.855965,0,10,3,115.7,STABLE
2020/12/05,-12.3877,130.85206,0,2,3,115.7,STABLE
2020/12/05,-12.459371,130.837418,0,23,3,115.7,STABLE
2020/12/05,-12.434533,130.923847,0,14,3,115.7,STABLE
2020/12/05,-12.424795,130.839007,0,12,3,115.7,STABLE
2020/12/05,-12.43158,130.874918,0,8,6,115.5,DECREASE
2020/12/05,-12.482142,130.985802,1,21,3,115.5,STABLE
2020/12/05,-12.508645,130.990031,1,19,2,115.7,HIKE
2020/12/05,-12.456695,130.966706,1,15,3,105.5,DECREASE
2020/12/05,-12.45187,130.96321,1,20,5,109.9,HIKE
2020/12/05,-12.478572,130.98852,1,21,6,115.4,HIKE
2020/12/05,-12.461616,130.929661,0,13,7,0.0,DECREASE
2020/12/05,-12.457972,130.941972,0,13,5,115.9,ZERO
2020/12/05,-12.470486,130.984279,1,21,4,115.5,DECREASE
2020/12/05,-12.427976,130.9131,0,14,7,115.9,HIKE
2020/12/05,-12.469825,130.987781,1,17,7,115.9,STABLE
2020/12/05,-12.397213,130.859903,0,9,7,115.9,STABLE
2020/12/05,-12.389526,130.851965,0,2,4,115.7,DECREASE
2020/12/05,-12.499875,130.986152,1,18,4,115.5,DECREASE
2020/12/05,-12.401029,130.916358,0,6,4,115.7,HIKE
2020/12/05,-12.372055,130.883614,0,1,4,116.7,HIKE
2020/12/06,-12.447604,130.94755,0,14,5,0.0,DECREASE
2020/12/06,-12.430993,130.891404,0,8,0,0.0,ZERO
2020/12/06,-12.425722,130.869226,0,8,5,115.7,ZERO
2020/12/06,-12.402207,130.855703,0,3,2,115.7,STABLE
2020/12/06,-12.40943,130.855712,0,10,2,115.7,STABLE
2020/12/06,-12.373514,130.883836,0,1,3,116.7,HIKE
2020/12/06,-12.376162,130.88528,0,4,2,116.7,STABLE
2020/12/06,-12.426162,130.893602,0,8,2,109.9,DECREASE
2020/12/06,-12.433454,130.924834,0,14,3,115.7,HIKE
2020/12/06,-12.394744,130.87797,0,5,3,115.7,STABLE
2020/12/06,-12.394908,130.85574,0,3,5,115.7,STABLE
2020/12/06,-12.4329,130.848332,0,11,2,115.7,STABLE
2020/12/06,-12.458111,130.836149,0,23,2,115.7,STABLE
2020/12/06,-12.459371,130.837418,0,23,3,115.7,STABLE
2020/12/06,-12.426896,130.855965,0,10,3,115.7,STABLE
2020/12/06,-12.3877,130.85206,0,2,3,115.7,STABLE
2020/12/06,-12.434533,130.923847,0,14,3,115.7,STABLE
2020/12/06,-12.424795,130.839007,0,12,3,115.7,STABLE
2020/12/06,-12.460552,130.926545,0,13,3,115.7,STABLE
2020/12/06,-12.396662,130.90436,0,7,3,115.7,STABLE
2020/12/06,-12.482142,130.985802,1,21,3,115.5,DECREASE
2020/12/06,-12.456695,130.966706,1,15,3,105.5,DECREASE
2020/12/06,-12.508645,130.990031,1,19,2,115.7,HIKE
2020/12/06,-12.43158,130.874918,0,8,6,115.5,DECREASE
2020/12/06,-12.45187,130.96321,1,20,5,109.9,DECREASE
2020/12/06,-12.478572,130.98852,1,21,6,115.4,HIKE
2020/12/06,-12.457972,130.941972,0,13,5,115.9,HIKE
2020/12/06,-12.470486,130.984279,1,21,4,115.5,DECREASE
2020/12/06,-12.461616,130.929661,0,13,7,0.0,DECREASE
2020/12/06,-12.397213,130.859903,0,9,7,115.9,ZERO
2020/12/06,-12.427976,130.9131,0,14,7,115.9,STABLE
2020/12/06,-12.469825,130.987781,1,17,7,115.9,STABLE
2020/12/06,-12.372055,130.883614,0,1,4,116.7,HIKE
2020/12/06,-12.389526,130.851965,0,2,4,115.7,DECREASE
2020/12/06,-12.401029,130.916358,0,6,4,115.7,STABLE
2020/12/06,-12.499875,130.986152,1,18,4,115.5,DECREASE
2020/12/06,-12.453169,130.838155,0,23,0,125.9,HIKE
2020/12/06,-12.376822,130.882005,0,1,1,116.9,DECREASE
2020/12/06,-12.454479,130.838773,0,23,1,115.9,DECREASE
2020/12/06,-12.480144,130.970135,1,21,1,115.9,STABLE
2020/12/06,-12.388251,130.851979,0,2,1,115.9,STABLE
2020/12/06,-12.473721,130.9841,1,21,1,115.9,STABLE
2020/12/06,-12.394908,130.85574,0,3,5,155.9,HIKE
2020/12/07,-12.402207,130.855703,0,3,2,115.7,DECREASE
2020/12/07,-12.40943,130.855712,0,10,2,115.7,STABLE
2020/12/07,-12.425722,130.869226,0,8,5,115.7,STABLE
2020/12/07,-12.4329,130.848332,0,11,2,115.7,STABLE
2020/12/07,-12.458111,130.836149,0,23,2,115.7,STABLE
2020/12/07,-12.426162,130.893602,0,8,2,109.9,DECREASE
2020/12/07,-12.376162,130.88528,0,4,2,116.7,HIKE
2020/12/07,-12.373514,130.883836,0,1,3,116.7,STABLE
2020/12/07,-12.433454,130.924834,0,14,3,115.7,DECREASE
2020/12/07,-12.394744,130.87797,0,5,3,115.7,STABLE
2020/12/07,-12.394908,130.85574,0,3,5,115.7,STABLE
2020/12/07,-12.459371,130.837418,0,23,3,115.7,STABLE
2020/12/07,-12.426896,130.855965,0,10,3,115.7,STABLE
2020/12/07,-12.3877,130.85206,0,2,3,115.7,STABLE
2020/12/07,-12.396662,130.90436,0,7,3,115.7,STABLE
2020/12/07,-12.460552,130.926545,0,13,3,115.7,STABLE
2020/12/07,-12.424795,130.839007,0,12,3,115.7,STABLE
2020/12/07,-12.434533,130.923847,0,14,3,115.7,STABLE
2020/12/07,-12.45187,130.96321,1,20,5,109.9,DECREASE
2020/12/07,-12.508645,130.990031,1,19,2,115.7,HIKE
2020/12/07,-12.456695,130.966706,1,15,3,105.5,DECREASE
2020/12/07,-12.43158,130.874918,0,8,6,111.9,HIKE
2020/12/07,-12.482142,130.985802,1,21,3,115.5,HIKE
2020/12/07,-12.478572,130.98852,1,21,6,115.4,DECREASE
2020/12/07,-12.457972,130.941972,0,13,5,115.9,HIKE
2020/12/07,-12.470486,130.984279,1,21,4,115.5,DECREASE
2020/12/07,-12.461616,130.929661,0,13,7,0.0,DECREASE
2020/12/07,-12.397213,130.859903,0,9,7,115.9,ZERO
2020/12/07,-12.469825,130.987781,1,17,7,115.9,STABLE
2020/12/07,-12.427976,130.9131,0,14,7,115.9,STABLE
2020/12/07,-12.499875,130.986152,1,18,4,115.5,DECREASE
2020/12/07,-12.389526,130.851965,0,2,4,115.7,HIKE
2020/12/07,-12.372055,130.883614,0,1,4,116.7,HIKE
2020/12/07,-12.401029,130.916358,0,6,4,115.7,DECREASE
2020/12/07,-12.447604,130.94755,0,14,5,0.0,DECREASE
2020/12/07,-12.430993,130.891404,0,8,0,0.0,ZERO
2020/12/07,-12.453169,130.838155,0,23,0,125.9,ZERO
2020/12/07,-12.376822,130.882005,0,1,1,116.9,DECREASE
2020/12/07,-12.388251,130.851979,0,2,1,115.9,DECREASE
2020/12/07,-12.473721,130.9841,1,21,1,115.9,STABLE
2020/12/07,-12.480144,130.970135,1,21,1,115.9,STABLE
2020/12/07,-12.454479,130.838773,0,23,1,115.9,STABLE
2020/12/07,-12.394908,130.85574,0,3,5,155.9,HIKE
2020/12/08,-12.447604,130.94755,0,14,5,0.0,DECREASE
2020/12/08,-12.430993,130.891404,0,8,0,0.0,ZERO
2020/12/08,-12.453169,130.838155,0,23,0,125.9,ZERO
2020/12/08,-12.376822,130.882005,0,1,1,116.9,DECREASE
2020/12/08,-12.480144,130.970135,1,21,1,115.9,DECREASE
2020/12/08,-12.473721,130.9841,1,21,1,115.9,STABLE
2020/12/08,-12.388251,130.851979,0,2,1,115.9,STABLE
2020/12/08,-12.454479,130.838773,0,23,1,115.9,STABLE
2020/12/08,-12.394908,130.85574,0,3,5,155.9,HIKE
2020/12/08,-12.40943,130.855712,0,10,2,115.7,DECREASE
2020/12/08,-12.425722,130.869226,0,8,5,115.7,STABLE
2020/12/08,-12.402207,130.855703,0,3,2,115.7,STABLE
2020/12/08,-12.373514,130.883836,0,1,3,116.7,HIKE
2020/12/08,-12.376162,130.88528,0,4,2,116.7,STABLE
2020/12/08,-12.426162,130.893602,0,8,2,109.9,DECREASE
2020/12/08,-12.433454,130.924834,0,14,3,115.7,HIKE
2020/12/08,-12.394744,130.87797,0,5,3,115.7,STABLE
2020/12/08,-12.394908,130.85574,0,3,5,115.7,STABLE
2020/12/08,-12.4329,130.848332,0,11,2,115.7,STABLE
2020/12/08,-12.458111,130.836149,0,23,2,115.7,STABLE
2020/12/08,-12.426896,130.855965,0,10,3,115.7,STABLE
2020/12/08,-12.434533,130.923847,0,14,3,115.7,STABLE
2020/12/08,-12.424795,130.839007,0,12,3,115.7,STABLE
2020/12/08,-12.396662,130.90436,0,7,3,115.7,STABLE
2020/12/08,-12.459371,130.837418,0,23,3,115.7,STABLE
2020/12/08,-12.460552,130.926545,0,13,3,115.7,STABLE
2020/12/08,-12.3877,130.85206,0,2,3,115.7,STABLE
2020/12/08,-12.45187,130.96321,1,20,5,109.9,DECREASE
2020/12/08,-12.456695,130.966706,1,15,3,105.5,DECREASE
2020/12/08,-12.43158,130.874918,0,8,6,109.5,HIKE
2020/12/08,-12.508645,130.990031,1,19,2,115.7,HIKE
2020/12/08,-12.482142,130.985802,1,21,3,115.5,DECREASE
2020/12/08,-12.478572,130.98852,1,21,6,115.4,DECREASE
2020/12/08,-12.457972,130.941972,0,13,5,115.9,HIKE
2020/12/08,-12.461616,130.929661,0,13,7,0.0,DECREASE
2020/12/08,-12.470486,130.984279,1,21,4,115.5,ZERO
2020/12/08,-12.397213,130.859903,0,9,7,115.9,HIKE
2020/12/08,-12.427976,130.9131,0,14,7,115.9,STABLE
2020/12/08,-12.469825,130.987781,1,17,7,115.9,STABLE
2020/12/08,-12.499875,130.986152,1,18,4,115.5,DECREASE
2020/12/08,-12.372055,130.883614,0,1,4,116.7,HIKE
2020/12/08,-12.389526,130.851965,0,2,4,115.7,DECREASE
2020/12/08,-12.401029,130.916358,0,6,4,115.7,STABLE
2020/12/09,-12.447604,130.94755,0,14,5,0.0,DECREASE
2020/12/09,-12.430993,130.891404,0,8,0,0.0,ZERO
2020/12/09,-12.453169,130.838155,0,23,0,125.9,ZERO
2020/12/09,-12.376822,130.882005,0,1,1,116.9,DECREASE
2020/12/09,-12.473721,130.9841,1,21,1,115.9,DECREASE
2020/12/09,-12.480144,130.970135,1,21,1,115.9,STABLE
2020/12/09,-12.454479,130.838773,0,23,1,115.9,STABLE
2020/12/09,-12.388251,130.851979,0,2,1,115.9,STABLE
2020/12/09,-12.394908,130.85574,0,3,5,155.9,HIKE
2020/12/09,-12.425722,130.869226,0,8,5,115.7,DECREASE
2020/12/09,-12.40943,130.855712,0,10,2,115.7,STABLE
2020/12/09,-12.402207,130.855703,0,3,2,115.7,STABLE
2020/12/09,-12.373514,130.883836,0,1,3,116.7,HIKE
2020/12/09,-12.376162,130.88528,0,4,2,116.7,STABLE
2020/12/09,-12.426162,130.893602,0,8,2,109.9,DECREASE
2020/12/09,-12.433454,130.924834,0,14,3,115.7,HIKE
2020/12/09,-12.394744,130.87797,0,5,3,115.7,STABLE
2020/12/09,-12.4329,130.848332,0,11,2,115.7,STABLE
2020/12/09,-12.458111,130.836149,0,23,2,115.7,STABLE
2020/12/09,-12.394908,130.85574,0,3,5,115.7,STABLE
2020/12/09,-12.396662,130.90436,0,7,3,115.7,STABLE
2020/12/09,-12.460552,130.926545,0,13,3,115.7,STABLE
2020/12/09,-12.434533,130.923847,0,14,3,115.7,STABLE
2020/12/09,-12.426896,130.855965,0,10,3,115.7,STABLE
2020/12/09,-12.3877,130.85206,0,2,3,115.7,STABLE
2020/12/09,-12.424795,130.839007,0,12,3,115.7,STABLE
2020/12/09,-12.459371,130.837418,0,23,3,115.7,STABLE
2020/12/09,-12.482142,130.985802,1,21,3,115.5,DECREASE
2020/12/09,-12.508645,130.990031,1,19,2,115.7,HIKE
2020/12/09,-12.45187,130.96321,1,20,5,109.9,DECREASE
2020/12/09,-12.43158,130.874918,0,8,6,109.5,DECREASE
2020/12/09,-12.456695,130.966706,1,15,3,105.5,DECREASE
2020/12/09,-12.478572,130.98852,1,21,6,115.4,HIKE
2020/12/09,-12.457972,130.941972,0,13,5,115.9,HIKE
2020/12/09,-12.470486,130.984279,1,21,4,115.5,DECREASE
2020/12/09,-12.461616,130.929661,0,13,7,0.0,DECREASE
2020/12/09,-12.397213,130.859903,0,9,7,115.9,ZERO
2020/12/09,-12.469825,130.987781,1,17,7,115.9,STABLE
2020/12/09,-12.427976,130.9131,0,14,7,115.9,STABLE
2020/12/09,-12.401029,130.916358,0,6,4,115.7,DECREASE
2020/12/09,-12.389526,130.851965,0,2,4,115.7,STABLE
2020/12/09,-12.372055,130.883614,0,1,4,116.7,HIKE
2020/12/09,-12.499875,130.986152,1,18,4,115.5,DECREASE
2020/12/10,-12.447604,130.94755,0,14,5,0.0,DECREASE
2020/12/10,-12.430993,130.891404,0,8,0,0.0,ZERO
2020/12/10,-12.453169,130.838155,0,23,0,125.9,ZERO
2020/12/10,-12.376822,130.882005,0,1,1,116.9,DECREASE
2020/12/10,-12.473721,130.9841,1,21,1,115.9,DECREASE
2020/12/10,-12.388251,130.851979,0,2,1,115.9,STABLE
2020/12/10,-12.480144,130.970135,1,21,1,115.9,STABLE
2020/12/10,-12.454479,130.838773,0,23,1,115.9,STABLE
2020/12/10,-12.394908,130.85574,0,3,5,155.9,HIKE
2020/12/10,-12.402207,130.855703,0,3,2,115.7,DECREASE
2020/12/10,-12.40943,130.855712,0,10,2,115.7,STABLE
2020/12/10,-12.425722,130.869226,0,8,5,115.7,STABLE
2020/12/10,-12.426162,130.893602,0,8,2,109.9,DECREASE
2020/12/10,-12.376162,130.88528,0,4,2,116.7,HIKE
2020/12/10,-12.373514,130.883836,0,1,3,116.7,STABLE
2020/12/10,-12.433454,130.924834,0,14,3,115.7,DECREASE
2020/12/10,-12.394744,130.87797,0,5,3,115.7,STABLE
2020/12/10,-12.394908,130.85574,0,3,5,115.7,STABLE
2020/12/10,-12.4329,130.848332,0,11,2,115.7,STABLE
2020/12/10,-12.458111,130.836149,0,23,2,115.7,STABLE
2020/12/10,-12.434533,130.923847,0,14,3,115.7,STABLE
2020/12/10,-12.3877,130.85206,0,2,3,115.7,STABLE
2020/12/10,-12.460552,130.926545,0,13,3,115.7,STABLE
2020/12/10,-12.396662,130.90436,0,7,3,115.7,STABLE
2020/12/10,-12.478572,130.98852,1,21,6,115.4,DECREASE
2020/12/10,-12.457972,130.941972,0,13,5,115.9,HIKE
2020/12/10,-12.461616,130.929661,0,13,7,0.0,DECREASE
2020/12/10,-12.470486,130.984279,1,21,4,115.5,ZERO
2020/12/10,-12.427976,130.9131,0,14,7,115.9,HIKE
2020/12/10,-12.469825,130.987781,1,17,7,115.9,STABLE
2020/12/10,-12.397213,130.859903,0,9,7,115.9,STABLE
2020/12/10,-12.401029,130.916358,0,6,4,115.7,DECREASE
2020/12/10,-12.372055,130.883614,0,1,4,116.7,HIKE
2020/12/10,-12.389526,130.851965,0,2,4,115.7,DECREASE
2020/12/10,-12.499875,130.986152,1,18,4,115.5,DECREASE
2020/12/10,-12.426896,130.855965,0,10,3,115.7,HIKE
2020/12/10,-12.424795,130.839007,0,12,3,115.7,STABLE
2020/12/10,-12.459371,130.837418,0,23,3,115.7,STABLE
2020/12/10,-12.45187,130.96321,1,20,5,109.9,DECREASE
2020/12/10,-12.482142,130.985802,1,21,3,115.5,HIKE
2020/12/10,-12.456695,130.966706,1,15,3,110.5,DECREASE
2020/12/10,-12.508645,130.990031,1,19,2,115.7,HIKE
2020/12/10,-12.43158,130.874918,0,8,6,109.5,DECREASE
2020/12/11,-12.430993,130.891404,0,8,0,0.0,DECREASE
2020/12/11,-12.453169,130.838155,0,23,0,125.9,ZERO
2020/12/11,-12.376822,130.882005,0,1,1,116.9,DECREASE
2020/12/11,-12.480144,130.970135,1,21,1,115.9,DECREASE
2020/12/11,-12.454479,130.838773,0,23,1,115.9,STABLE
2020/12/11,-12.388251,130.851979,0,2,1,115.9,STABLE
2020/12/11,-12.473721,130.9841,1,21,1,115.9,STABLE
2020/12/11,-12.394908,130.85574,0,3,5,155.9,HIKE
2020/12/11,-12.425722,130.869226,0,8,5,115.7,DECREASE
2020/12/11,-12.40943,130.855712,0,10,2,115.7,STABLE
2020/12/11,-12.402207,130.855703,0,3,2,115.7,STABLE
2020/12/11,-12.376162,130.88528,0,4,2,116.7,HIKE
2020/12/11,-12.373514,130.883836,0,1,3,116.7,STABLE
2020/12/11,-12.426162,130.893602,0,8,2,109.9,DECREASE
2020/12/11,-12.433454,130.924834,0,14,3,115.7,HIKE
2020/12/11,-12.394744,130.87797,0,5,3,115.7,STABLE
2020/12/11,-12.458111,130.836149,0,23,2,115.7,STABLE
2020/12/11,-12.4329,130.848332,0,11,2,115.7,STABLE
2020/12/11,-12.394908,130.85574,0,3,5,115.7,STABLE
2020/12/11,-12.459371,130.837418,0,23,3,115.7,STABLE
2020/12/11,-12.396662,130.90436,0,7,3,115.7,STABLE
2020/12/11,-12.3877,130.85206,0,2,3,115.7,STABLE
2020/12/11,-12.426896,130.855965,0,10,3,115.7,STABLE
2020/12/11,-12.434533,130.923847,0,14,3,115.7,STABLE
2020/12/11,-12.460552,130.926545,0,13,3,115.7,STABLE
2020/12/11,-12.424795,130.839007,0,12,3,115.7,STABLE
2020/12/11,-12.508645,130.990031,1,19,2,115.7,STABLE
2020/12/11,-12.456695,130.966706,1,15,3,112.6,DECREASE
2020/12/11,-12.482142,130.985802,1,21,3,115.5,HIKE
2020/12/11,-12.45187,130.96321,1,20,5,109.9,DECREASE
2020/12/11,-12.43158,130.874918,0,8,6,109.5,DECREASE
2020/12/11,-12.478572,130.98852,1,21,6,115.4,HIKE
2020/12/11,-12.470486,130.984279,1,21,4,115.5,HIKE
2020/12/11,-12.461616,130.929661,0,13,7,0.0,DECREASE
2020/12/11,-12.457972,130.941972,0,13,5,115.9,ZERO
2020/12/11,-12.427976,130.9131,0,14,7,115.9,STABLE
2020/12/11,-12.397213,130.859903,0,9,7,115.9,STABLE
2020/12/11,-12.469825,130.987781,1,17,7,115.9,STABLE
2020/12/11,-12.389526,130.851965,0,2,4,115.7,DECREASE
2020/12/11,-12.499875,130.986152,1,18,4,115.5,DECREASE
2020/12/11,-12.372055,130.883614,0,1,4,116.7,HIKE
2020/12/11,-12.401029,130.916358,0,6,4,115.7,DECREASE
2020/12/11,-12.447604,130.94755,0,14,5,0.0,DECREASE
2020/12/12,-12.447604,130.94755,0,14,5,0.0,ZERO
2020/12/12,-12.430993,130.891404,0,8,0,0.0,ZERO
2020/12/12,-12.453169,130.838155,0,23,0,125.9,ZERO
2020/12/12,-12.376822,130.882005,0,1,1,116.9,DECREASE
2020/12/12,-12.388251,130.851979,0,2,1,115.9,DECREASE
2020/12/12,-12.473721,130.9841,1,21,1,115.9,STABLE
2020/12/12,-12.454479,130.838773,0,23,1,115.9,STABLE
2020/12/12,-12.480144,130.970135,1,21,1,115.9,STABLE
2020/12/12,-12.394908,130.85574,0,3,5,155.9,HIKE
2020/12/12,-12.40943,130.855712,0,10,2,115.7,DECREASE
2020/12/12,-12.402207,130.855703,0,3,2,115.7,STABLE
2020/12/12,-12.425722,130.869226,0,8,5,115.7,STABLE
2020/12/12,-12.373514,130.883836,0,1,3,116.7,HIKE
2020/12/12,-12.426162,130.893602,0,8,2,109.9,DECREASE
2020/12/12,-12.376162,130.88528,0,4,2,116.7,HIKE
2020/12/12,-12.433454,130.924834,0,14,3,115.7,DECREASE
2020/12/12,-12.394744,130.87797,0,5,3,115.7,STABLE
2020/12/12,-12.394908,130.85574,0,3,5,115.7,STABLE
2020/12/12,-12.458111,130.836149,0,23,2,115.7,STABLE
2020/12/12,-12.4329,130.848332,0,11,2,115.7,STABLE
2020/12/12,-12.3877,130.85206,0,2,3,115.7,STABLE
2020/12/12,-12.434533,130.923847,0,14,3,115.7,STABLE
2020/12/12,-12.459371,130.837418,0,23,3,115.7,STABLE
2020/12/12,-12.396662,130.90436,0,7,3,115.7,STABLE
2020/12/12,-12.426896,130.855965,0,10,3,115.7,STABLE
2020/12/12,-12.460552,130.926545,0,13,3,115.7,STABLE
2020/12/12,-12.424795,130.839007,0,12,3,115.7,STABLE
2020/12/12,-12.456695,130.966706,1,15,3,109.7,DECREASE
2020/12/12,-12.45187,130.96321,1,20,5,109.9,HIKE
2020/12/12,-12.482142,130.985802,1,21,3,115.5,HIKE
2020/12/12,-12.43158,130.874918,0,8,6,109.5,DECREASE
2020/12/12,-12.508645,130.990031,1,19,2,115.7,HIKE
2020/12/12,-12.478572,130.98852,1,21,6,115.4,DECREASE
2020/12/12,-12.461616,130.929661,0,13,7,0.0,DECREASE
2020/12/12,-12.470486,130.984279,1,21,4,115.5,ZERO
2020/12/12,-12.457972,130.941972,0,13,5,115.9,HIKE
2020/12/12,-12.427976,130.9131,0,14,7,115.9,STABLE
2020/12/12,-12.469825,130.987781,1,17,7,115.9,STABLE
2020/12/12,-12.397213,130.859903,0,9,7,115.9,STABLE
2020/12/12,-12.372055,130.883614,0,1,4,116.7,HIKE
2020/12/12,-12.499875,130.986152,1,18,4,115.5,DECREASE
2020/12/12,-12.401029,130.916358,0,6,4,115.7,HIKE
2020/12/12,-12.389526,130.851965,0,2,4,115.7,STABLE
2020/12/13,-12.447604,130.94755,0,14,5,0.0,DECREASE
2020/12/13,-12.430993,130.891404,0,8,0,0.0,ZERO
2020/12/13,-12.453169,130.838155,0,23,0,125.9,ZERO
2020/12/13,-12.376822,130.882005,0,1,1,116.9,DECREASE
2020/12/13,-12.480144,130.970135,1,21,1,115.9,DECREASE
2020/12/13,-12.388251,130.851979,0,2,1,115.9,STABLE
2020/12/13,-12.473721,130.9841,1,21,1,115.9,STABLE
2020/12/13,-12.454479,130.838773,0,23,1,115.9,STABLE
2020/12/13,-12.394908,130.85574,0,3,5,155.9,HIKE
2020/12/13,-12.425722,130.869226,0,8,5,115.7,DECREASE
2020/12/13,-12.40943,130.855712,0,10,2,115.7,STABLE
2020/12/13,-12.402207,130.855703,0,3,2,115.7,STABLE
2020/12/13,-12.376162,130.88528,0,4,2,116.7,HIKE
2020/12/13,-12.373514,130.883836,0,1,3,116.7,STABLE
2020/12/13,-12.426162,130.893602,0,8,2,109.9,DECREASE
2020/12/13,-12.433454,130.924834,0,14,3,115.7,HIKE
2020/12/13,-12.394744,130.87797,0,5,3,115.7,STABLE
2020/12/13,-12.394908,130.85574,0,3,5,115.7,STABLE
2020/12/13,-12.458111,130.836149,0,23,2,115.7,STABLE
2020/12/13,-12.4329,130.848332,0,11,2,115.7,STABLE
2020/12/13,-12.459371,130.837418,0,23,3,115.7,STABLE
2020/12/13,-12.396662,130.90436,0,7,3,115.7,STABLE
2020/12/13,-12.424795,130.839007,0,12,3,115.7,STABLE
2020/12/13,-12.426896,130.855965,0,10,3,115.7,STABLE
2020/12/13,-12.434533,130.923847,0,14,3,115.7,STABLE
2020/12/13,-12.3877,130.85206,0,2,3,115.7,STABLE
2020/12/13,-12.460552,130.926545,0,13,3,115.7,STABLE
2020/12/13,-12.482142,130.985802,1,21,3,115.5,DECREASE
2020/12/13,-12.43158,130.874918,0,8,6,109.5,DECREASE
2020/12/13,-12.456695,130.966706,1,15,3,109.7,HIKE
2020/12/13,-12.45187,130.96321,1,20,5,109.9,HIKE
2020/12/13,-12.508645,130.990031,1,19,2,115.7,HIKE
2020/12/13,-12.478572,130.98852,1,21,6,115.4,DECREASE
2020/12/13,-12.457972,130.941972,0,13,5,115.9,HIKE
2020/12/13,-12.461616,130.929661,0,13,7,0.0,DECREASE
2020/12/13,-12.470486,130.984279,1,21,4,115.5,ZERO
2020/12/13,-12.397213,130.859903,0,9,7,115.9,HIKE
2020/12/13,-12.469825,130.987781,1,17,7,115.9,STABLE
2020/12/13,-12.427976,130.9131,0,14,7,115.9,STABLE
2020/12/13,-12.372055,130.883614,0,1,4,116.7,HIKE
2020/12/13,-12.499875,130.986152,1,18,4,115.5,DECREASE
2020/12/13,-12.401029,130.916358,0,6,4,115.7,HIKE
2020/12/13,-12.389526,130.851965,0,2,4,115.7,STABLE
2020/12/14,-12.394908,130.85574,0,3,5,155.9,HIKE
